name,composition,manufacturer,pack_size,mrp
Diclofenac Syrup,Diclofenac + Excipients,Pharma_95,19,223.15
Tramadol Syrup,Tramadol + Excipients,Pharma_74,27,56.16
Ambroxol 500mg,Ambroxol + Excipients,Pharma_98,17,193.6
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_67,28,400.52
Amoxicillin 650mg,Amoxicillin + Excipients,Pharma_34,1,86.77
Medicine_7485,Unknown Composition,Pharma_86,11,376.77
Medicine_3046,Unknown Composition,Pharma_11,11,435.97
Medicine_7083,Unknown Composition,Pharma_77,28,201.98
Diclofenac Syrup,Diclofenac + Excipients,Pharma_89,4,68.48
Crocin 650mg,Crocin + Excipients,Pharma_64,13,425.89
Azithromycin 650mg,Azithromycin + Excipients,Pharma_17,3,439.21
Sumo 500mg,Sumo + Excipients,Pharma_12,10,87.82
Benadryl 500mg,Benadryl + Excipients,Pharma_63,15,84.15
Medicine_5104,Unknown Composition,Pharma_22,7,168.02
Sinarest Syrup,Sinarest + Excipients,Pharma_61,20,209.1
Cefixime 500mg,Cefixime + Excipients,Pharma_29,17,248.58
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_6,5,287.75
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_8,13,432.92
Sumo 500mg,Sumo + Excipients,Pharma_90,28,172.0
Medicine_3193,Unknown Composition,Pharma_22,14,229.32
Medicine_4072,Unknown Composition,Pharma_71,24,495.21
Azithromycin 650mg,Azithromycin + Excipients,Pharma_45,16,127.3
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_60,6,488.57
Medicine_5364,Unknown Composition,Pharma_36,9,100.67
Otrivin Tablet,Otrivin + Excipients,Pharma_74,26,254.34
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_36,18,386.75
Cetirizine 650mg,Cetirizine + Excipients,Pharma_56,4,192.56
Maxtra Tablet,Maxtra + Excipients,Pharma_87,25,126.35
Dextromethorphan 500mg,Dextromethorphan + Excipients,Pharma_91,10,487.26
Cefixime Syrup,Cefixime + Excipients,Pharma_12,15,385.67
Medicine_9408,Unknown Composition,Pharma_26,2,377.9
Combiflam 650mg,Combiflam + Excipients,Pharma_24,3,392.63
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_29,17,136.47
Cetirizine Tablet,Cetirizine + Excipients,Pharma_59,21,448.7
Medicine_6056,Unknown Composition,Pharma_77,7,492.84
Medicine_7346,Unknown Composition,Pharma_35,17,117.49
Medicine_4796,Unknown Composition,Pharma_18,9,100.82
Tramadol 650mg,Tramadol + Excipients,Pharma_96,6,172.88
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_30,26,499.35
Ofloxacin 650mg,Ofloxacin + Excipients,Pharma_24,27,255.73
Cetirizine 650mg,Cetirizine + Excipients,Pharma_54,3,125.94
Medicine_5599,Unknown Composition,Pharma_36,8,477.93
Medicine_1750,Unknown Composition,Pharma_7,10,460.01
Medicine_1061,Unknown Composition,Pharma_6,11,475.6
Medicine_7499,Unknown Composition,Pharma_93,23,141.57
Amoxicillin Syrup,Amoxicillin + Excipients,Pharma_16,1,411.33
Benadryl Tablet,Benadryl + Excipients,Pharma_48,21,235.84
Ascoril Syrup,Ascoril + Excipients,Pharma_79,26,315.43
Combiflam 500mg,Combiflam + Excipients,Pharma_88,15,105.71
Paracetamol Tablet,Paracetamol + Excipients,Pharma_18,15,190.78
Sinarest Syrup,Sinarest + Excipients,Pharma_71,26,346.31
Maxtra Syrup,Maxtra + Excipients,Pharma_87,24,318.87
Tramadol Tablet,Tramadol + Excipients,Pharma_47,14,223.75
Sinarest 650mg,Sinarest + Excipients,Pharma_12,22,30.74
Dextromethorphan 650mg,Dextromethorphan + Excipients,Pharma_80,20,431.99
Azithromycin 500mg,Azithromycin + Excipients,Pharma_55,27,147.86
Medicine_6672,Unknown Composition,Pharma_63,10,39.46
Levocetirizine Tablet,Levocetirizine + Excipients,Pharma_14,16,111.17
Diclofenac 500mg,Diclofenac + Excipients,Pharma_9,9,327.95
Aceclofenac Syrup,Aceclofenac + Excipients,Pharma_40,25,301.37
Amoxicillin Tablet,Amoxicillin + Excipients,Pharma_91,2,269.05
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_73,23,245.36
Diclofenac Syrup,Diclofenac + Excipients,Pharma_29,25,85.7
Dextromethorphan 500mg,Dextromethorphan + Excipients,Pharma_61,11,344.91
Sumo 500mg,Sumo + Excipients,Pharma_52,2,239.73
Ambroxol Tablet,Ambroxol + Excipients,Pharma_45,25,351.21
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_40,10,305.44
Medicine_3844,Unknown Composition,Pharma_76,1,404.01
Combiflam Syrup,Combiflam + Excipients,Pharma_10,5,129.32
Medicine_1327,Unknown Composition,Pharma_69,29,32.02
Levocetirizine Syrup,Levocetirizine + Excipients,Pharma_3,6,433.09
Cefixime Syrup,Cefixime + Excipients,Pharma_90,15,464.18
Medicine_1135,Unknown Composition,Pharma_62,24,412.68
Dolo 650 Tablet,Dolo 650 + Excipients,Pharma_78,1,472.05
Maxtra Syrup,Maxtra + Excipients,Pharma_67,26,226.66
Maxtra 500mg,Maxtra + Excipients,Pharma_5,13,434.71
Medicine_9950,Unknown Composition,Pharma_47,11,122.86
Medicine_6681,Unknown Composition,Pharma_17,5,130.44
Medicine_5418,Unknown Composition,Pharma_60,21,235.47
Medicine_8793,Unknown Composition,Pharma_17,25,420.45
Medicine_4748,Unknown Composition,Pharma_32,24,157.8
Medicine_9380,Unknown Composition,Pharma_13,18,439.96
Medicine_8134,Unknown Composition,Pharma_17,1,231.92
Cetirizine Syrup,Cetirizine + Excipients,Pharma_95,14,404.93
Dolo 650 650mg,Dolo 650 + Excipients,Pharma_16,27,203.81
Benadryl Tablet,Benadryl + Excipients,Pharma_10,2,448.78
Ambroxol 650mg,Ambroxol + Excipients,Pharma_51,21,29.6
Levocetirizine Syrup,Levocetirizine + Excipients,Pharma_56,29,19.02
Levocetirizine 650mg,Levocetirizine + Excipients,Pharma_25,25,226.36
Benadryl Tablet,Benadryl + Excipients,Pharma_10,1,450.11
Diclofenac 500mg,Diclofenac + Excipients,Pharma_31,19,107.6
Medicine_5586,Unknown Composition,Pharma_61,13,352.71
Crocin Syrup,Crocin + Excipients,Pharma_8,9,461.35
Otrivin 650mg,Otrivin + Excipients,Pharma_25,13,151.8
Dextromethorphan 650mg,Dextromethorphan + Excipients,Pharma_82,26,203.1
Crocin 650mg,Crocin + Excipients,Pharma_32,3,314.74
Ofloxacin 650mg,Ofloxacin + Excipients,Pharma_95,11,430.33
Medicine_6413,Unknown Composition,Pharma_64,25,336.57
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_95,21,455.5
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_6,6,380.75
Medicine_5812,Unknown Composition,Pharma_3,20,413.15
Tramadol 650mg,Tramadol + Excipients,Pharma_37,7,110.95
Medicine_1799,Unknown Composition,Pharma_84,1,394.14
Sumo Syrup,Sumo + Excipients,Pharma_76,11,420.6
Maxtra 650mg,Maxtra + Excipients,Pharma_15,26,355.27
Sumo 650mg,Sumo + Excipients,Pharma_32,27,53.18
Ofloxacin 650mg,Ofloxacin + Excipients,Pharma_99,2,223.6
Volini 650mg,Volini + Excipients,Pharma_28,20,406.82
Medicine_9368,Unknown Composition,Pharma_71,9,300.67
Medicine_1752,Unknown Composition,Pharma_46,16,61.21
Medicine_4119,Unknown Composition,Pharma_35,8,457.07
Benadryl 650mg,Benadryl + Excipients,Pharma_45,11,352.19
Medicine_4049,Unknown Composition,Pharma_8,26,63.02
Medicine_2866,Unknown Composition,Pharma_98,10,488.25
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_74,28,85.23
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_40,21,347.25
Ambroxol 500mg,Ambroxol + Excipients,Pharma_26,12,237.19
Dextromethorphan Tablet,Dextromethorphan + Excipients,Pharma_46,19,256.43
Tramadol Tablet,Tramadol + Excipients,Pharma_11,16,167.14
Benadryl 500mg,Benadryl + Excipients,Pharma_79,17,224.96
Ibuprofen 500mg,Ibuprofen + Excipients,Pharma_86,13,185.75
Medicine_4653,Unknown Composition,Pharma_48,17,254.79
Azithromycin 500mg,Azithromycin + Excipients,Pharma_65,20,239.49
Aceclofenac Syrup,Aceclofenac + Excipients,Pharma_82,15,60.36
Paracetamol 650mg,Paracetamol + Excipients,Pharma_68,17,107.07
Ascoril 500mg,Ascoril + Excipients,Pharma_83,22,65.4
Sumo 500mg,Sumo + Excipients,Pharma_28,4,290.35
Azithromycin Tablet,Azithromycin + Excipients,Pharma_80,17,193.48
Ambroxol Syrup,Ambroxol + Excipients,Pharma_10,4,78.77
Combiflam Syrup,Combiflam + Excipients,Pharma_25,3,331.78
Medicine_2169,Unknown Composition,Pharma_31,24,254.09
Medicine_3393,Unknown Composition,Pharma_43,16,145.26
Diclofenac 650mg,Diclofenac + Excipients,Pharma_44,3,467.43
Medicine_3984,Unknown Composition,Pharma_35,22,350.06
Medicine_3411,Unknown Composition,Pharma_29,23,460.91
Tramadol Syrup,Tramadol + Excipients,Pharma_19,3,450.46
Tramadol 650mg,Tramadol + Excipients,Pharma_43,7,168.86
Cefixime Syrup,Cefixime + Excipients,Pharma_95,14,454.38
Ibuprofen Syrup,Ibuprofen + Excipients,Pharma_43,1,483.79
Tramadol 500mg,Tramadol + Excipients,Pharma_12,11,113.84
Aceclofenac 500mg,Aceclofenac + Excipients,Pharma_23,20,497.21
Paracetamol Syrup,Paracetamol + Excipients,Pharma_1,3,491.19
Medicine_9090,Unknown Composition,Pharma_44,2,48.73
Cefixime 500mg,Cefixime + Excipients,Pharma_74,20,465.11
Crocin Tablet,Crocin + Excipients,Pharma_78,23,452.55
Sumo Syrup,Sumo + Excipients,Pharma_28,18,102.22
Medicine_6300,Unknown Composition,Pharma_80,3,422.09
Cetirizine 650mg,Cetirizine + Excipients,Pharma_44,10,459.83
Azithromycin 650mg,Azithromycin + Excipients,Pharma_85,10,339.05
Medicine_6571,Unknown Composition,Pharma_68,16,280.42
Benadryl 650mg,Benadryl + Excipients,Pharma_48,6,433.23
Medicine_5557,Unknown Composition,Pharma_43,24,380.45
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_90,8,455.53
Paracetamol 500mg,Paracetamol + Excipients,Pharma_46,3,304.97
Medicine_3998,Unknown Composition,Pharma_9,6,491.93
Ascoril 500mg,Ascoril + Excipients,Pharma_62,27,154.85
Medicine_6806,Unknown Composition,Pharma_33,16,294.99
Azithromycin 650mg,Azithromycin + Excipients,Pharma_90,28,11.34
Augmentin 650mg,Augmentin + Excipients,Pharma_89,27,228.15
Dolo 650 500mg,Dolo 650 + Excipients,Pharma_27,12,161.1
Medicine_3483,Unknown Composition,Pharma_66,26,55.53
Otrivin 500mg,Otrivin + Excipients,Pharma_18,21,383.19
Sinarest 500mg,Sinarest + Excipients,Pharma_55,21,218.61
Aceclofenac 650mg,Aceclofenac + Excipients,Pharma_48,28,69.08
Volini 650mg,Volini + Excipients,Pharma_39,29,481.83
Medicine_3476,Unknown Composition,Pharma_51,24,211.86
Cough Syrup 650mg,Cough Syrup + Excipients,Pharma_23,5,60.07
Ambroxol Syrup,Ambroxol + Excipients,Pharma_36,27,71.95
Medicine_1808,Unknown Composition,Pharma_99,11,346.97
Medicine_5492,Unknown Composition,Pharma_36,3,487.15
Medicine_5920,Unknown Composition,Pharma_33,7,426.6
Medicine_3659,Unknown Composition,Pharma_61,28,418.43
Medicine_6303,Unknown Composition,Pharma_48,15,59.85
Sumo 500mg,Sumo + Excipients,Pharma_98,10,239.02
Dextromethorphan 500mg,Dextromethorphan + Excipients,Pharma_42,14,310.72
Medicine_9005,Unknown Composition,Pharma_7,9,294.59
Maxtra Syrup,Maxtra + Excipients,Pharma_86,4,335.01
Medicine_9752,Unknown Composition,Pharma_78,4,402.64
Crocin 500mg,Crocin + Excipients,Pharma_55,8,194.86
Medicine_7156,Unknown Composition,Pharma_71,13,219.9
Medicine_6831,Unknown Composition,Pharma_22,7,79.43
Tramadol 500mg,Tramadol + Excipients,Pharma_35,8,434.98
Azithromycin 500mg,Azithromycin + Excipients,Pharma_25,4,44.69
Crocin Tablet,Crocin + Excipients,Pharma_92,15,109.75
Cefixime 500mg,Cefixime + Excipients,Pharma_25,15,82.47
Volini 500mg,Volini + Excipients,Pharma_41,12,319.06
Medicine_5862,Unknown Composition,Pharma_98,3,269.4
Volini 650mg,Volini + Excipients,Pharma_32,19,87.0
Volini Tablet,Volini + Excipients,Pharma_46,2,252.43
Azithromycin Syrup,Azithromycin + Excipients,Pharma_94,20,422.68
Medicine_9547,Unknown Composition,Pharma_4,2,304.36
Medicine_7939,Unknown Composition,Pharma_23,14,480.75
Ascoril 650mg,Ascoril + Excipients,Pharma_52,14,22.24
Medicine_4388,Unknown Composition,Pharma_14,10,360.27
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_27,11,105.41
Paracetamol 650mg,Paracetamol + Excipients,Pharma_65,11,236.59
Ambroxol Tablet,Ambroxol + Excipients,Pharma_40,4,399.03
Benadryl Syrup,Benadryl + Excipients,Pharma_95,25,383.12
Volini Tablet,Volini + Excipients,Pharma_73,25,202.58
Crocin Syrup,Crocin + Excipients,Pharma_12,20,139.66
Ibuprofen 500mg,Ibuprofen + Excipients,Pharma_9,14,73.47
Diclofenac 650mg,Diclofenac + Excipients,Pharma_50,19,329.98
Crocin Syrup,Crocin + Excipients,Pharma_60,25,167.43
Tramadol 500mg,Tramadol + Excipients,Pharma_36,14,94.94
Combiflam 500mg,Combiflam + Excipients,Pharma_7,28,88.56
Volini Tablet,Volini + Excipients,Pharma_44,15,199.52
Tramadol Tablet,Tramadol + Excipients,Pharma_56,15,264.86
Paracetamol Syrup,Paracetamol + Excipients,Pharma_33,5,431.49
Medicine_1885,Unknown Composition,Pharma_63,17,78.92
Medicine_8966,Unknown Composition,Pharma_63,28,130.51
Diclofenac 650mg,Diclofenac + Excipients,Pharma_70,28,366.66
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_25,7,325.57
Medicine_1022,Unknown Composition,Pharma_37,4,434.36
Medicine_5300,Unknown Composition,Pharma_29,23,377.85
Sinarest 500mg,Sinarest + Excipients,Pharma_77,15,312.23
Augmentin 500mg,Augmentin + Excipients,Pharma_61,4,468.17
Cetirizine Syrup,Cetirizine + Excipients,Pharma_35,8,332.55
Medicine_2616,Unknown Composition,Pharma_18,18,121.64
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_47,4,286.57
Medicine_3909,Unknown Composition,Pharma_39,10,287.97
Sumo 650mg,Sumo + Excipients,Pharma_74,14,287.03
Tramadol 650mg,Tramadol + Excipients,Pharma_74,6,135.36
Ibuprofen 500mg,Ibuprofen + Excipients,Pharma_39,2,391.46
Medicine_4616,Unknown Composition,Pharma_93,13,202.55
Diclofenac Syrup,Diclofenac + Excipients,Pharma_53,13,172.35
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_21,26,59.51
Paracetamol 500mg,Paracetamol + Excipients,Pharma_34,27,234.32
Cetirizine 500mg,Cetirizine + Excipients,Pharma_66,28,332.56
Ambroxol 650mg,Ambroxol + Excipients,Pharma_99,21,128.91
Medicine_2718,Unknown Composition,Pharma_35,6,290.38
Diclofenac 500mg,Diclofenac + Excipients,Pharma_24,10,440.49
Maxtra Syrup,Maxtra + Excipients,Pharma_32,15,428.67
Ambroxol Tablet,Ambroxol + Excipients,Pharma_82,1,250.15
Ofloxacin Syrup,Ofloxacin + Excipients,Pharma_75,5,195.02
Dolo 650 Syrup,Dolo 650 + Excipients,Pharma_41,28,359.42
Medicine_5000,Unknown Composition,Pharma_73,23,469.17
Diclofenac Syrup,Diclofenac + Excipients,Pharma_77,29,225.76
Ofloxacin Tablet,Ofloxacin + Excipients,Pharma_66,13,341.31
Ascoril Syrup,Ascoril + Excipients,Pharma_25,2,224.5
Tramadol 650mg,Tramadol + Excipients,Pharma_35,23,203.57
Cetirizine 500mg,Cetirizine + Excipients,Pharma_20,25,184.45
Dextromethorphan 650mg,Dextromethorphan + Excipients,Pharma_4,2,472.64
Sinarest Tablet,Sinarest + Excipients,Pharma_24,22,198.35
Combiflam Tablet,Combiflam + Excipients,Pharma_71,11,89.54
Tramadol Tablet,Tramadol + Excipients,Pharma_46,12,104.2
Crocin 650mg,Crocin + Excipients,Pharma_54,8,209.88
Medicine_3527,Unknown Composition,Pharma_85,2,104.16
Medicine_1550,Unknown Composition,Pharma_46,16,376.73
Levocetirizine 500mg,Levocetirizine + Excipients,Pharma_30,24,127.81
Medicine_2757,Unknown Composition,Pharma_8,13,251.24
Medicine_6974,Unknown Composition,Pharma_11,14,45.61
Combiflam 500mg,Combiflam + Excipients,Pharma_40,18,236.83
Ambroxol Tablet,Ambroxol + Excipients,Pharma_66,18,66.39
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_35,24,136.2
Ibuprofen 500mg,Ibuprofen + Excipients,Pharma_12,9,262.83
Ambroxol 650mg,Ambroxol + Excipients,Pharma_32,26,150.55
Benadryl 650mg,Benadryl + Excipients,Pharma_12,13,101.12
Sumo Tablet,Sumo + Excipients,Pharma_6,5,316.51
Medicine_4306,Unknown Composition,Pharma_89,3,424.58
Augmentin 650mg,Augmentin + Excipients,Pharma_85,14,146.89
Sumo 500mg,Sumo + Excipients,Pharma_40,13,242.44
Medicine_9742,Unknown Composition,Pharma_3,1,421.14
Maxtra 650mg,Maxtra + Excipients,Pharma_47,11,147.55
Combiflam 500mg,Combiflam + Excipients,Pharma_96,21,338.59
Dolo 650 500mg,Dolo 650 + Excipients,Pharma_2,14,355.7
Medicine_4256,Unknown Composition,Pharma_81,19,467.42
Medicine_8622,Unknown Composition,Pharma_73,4,99.59
Medicine_3322,Unknown Composition,Pharma_98,9,166.67
Ascoril Tablet,Ascoril + Excipients,Pharma_24,14,50.39
Ibuprofen 500mg,Ibuprofen + Excipients,Pharma_98,23,100.97
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_68,24,133.92
Azithromycin Tablet,Azithromycin + Excipients,Pharma_49,8,37.41
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_17,4,190.55
Medicine_4169,Unknown Composition,Pharma_21,23,343.7
Volini Syrup,Volini + Excipients,Pharma_29,26,102.83
Ofloxacin Tablet,Ofloxacin + Excipients,Pharma_86,25,271.61
Medicine_4315,Unknown Composition,Pharma_83,23,307.78
Tramadol 500mg,Tramadol + Excipients,Pharma_27,8,184.87
Cefixime 650mg,Cefixime + Excipients,Pharma_40,27,23.69
Ascoril Tablet,Ascoril + Excipients,Pharma_14,15,306.2
Sinarest Syrup,Sinarest + Excipients,Pharma_63,12,348.78
Medicine_1209,Unknown Composition,Pharma_86,29,356.34
Medicine_7403,Unknown Composition,Pharma_79,12,312.42
Combiflam 500mg,Combiflam + Excipients,Pharma_41,2,452.62
Medicine_6084,Unknown Composition,Pharma_47,26,86.91
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_85,14,418.28
Medicine_5630,Unknown Composition,Pharma_31,29,316.62
Medicine_7568,Unknown Composition,Pharma_30,27,418.31
Medicine_1646,Unknown Composition,Pharma_96,14,14.72
Combiflam 650mg,Combiflam + Excipients,Pharma_42,20,253.24
Paracetamol 500mg,Paracetamol + Excipients,Pharma_60,24,132.39
Medicine_4233,Unknown Composition,Pharma_13,28,333.88
Maxtra Syrup,Maxtra + Excipients,Pharma_22,15,359.93
Diclofenac 500mg,Diclofenac + Excipients,Pharma_76,3,14.56
Cough Syrup 500mg,Cough Syrup + Excipients,Pharma_64,10,250.01
Ofloxacin 650mg,Ofloxacin + Excipients,Pharma_17,1,101.05
Cough Syrup Syrup,Cough Syrup + Excipients,Pharma_58,15,93.79
Medicine_3813,Unknown Composition,Pharma_52,19,296.36
Cefixime 650mg,Cefixime + Excipients,Pharma_60,12,22.17
Medicine_3681,Unknown Composition,Pharma_31,6,259.44
Dolo 650 500mg,Dolo 650 + Excipients,Pharma_80,5,321.3
Diclofenac Tablet,Diclofenac + Excipients,Pharma_71,18,51.11
Medicine_1473,Unknown Composition,Pharma_64,10,262.44
Medicine_1855,Unknown Composition,Pharma_15,19,477.52
Ibuprofen 650mg,Ibuprofen + Excipients,Pharma_79,18,266.15
Maxtra Tablet,Maxtra + Excipients,Pharma_31,19,72.36
Medicine_3842,Unknown Composition,Pharma_91,10,287.48
Otrivin 650mg,Otrivin + Excipients,Pharma_42,2,207.62
Azithromycin Tablet,Azithromycin + Excipients,Pharma_98,22,97.45
Medicine_3038,Unknown Composition,Pharma_70,26,442.02
Augmentin 500mg,Augmentin + Excipients,Pharma_73,26,455.36
Volini 650mg,Volini + Excipients,Pharma_37,18,293.9
Cefixime Tablet,Cefixime + Excipients,Pharma_42,18,33.98
Medicine_6299,Unknown Composition,Pharma_2,14,195.39
Ibuprofen 500mg,Ibuprofen + Excipients,Pharma_12,12,35.59
Combiflam 650mg,Combiflam + Excipients,Pharma_28,11,12.28
Medicine_3613,Unknown Composition,Pharma_72,10,382.99
Sumo Syrup,Sumo + Excipients,Pharma_16,6,110.17
Aceclofenac Syrup,Aceclofenac + Excipients,Pharma_73,4,327.41
Medicine_7510,Unknown Composition,Pharma_16,3,245.56
Medicine_8071,Unknown Composition,Pharma_48,4,31.69
Dolo 650 650mg,Dolo 650 + Excipients,Pharma_77,5,473.22
Cetirizine Syrup,Cetirizine + Excipients,Pharma_6,8,379.99
Azithromycin Tablet,Azithromycin + Excipients,Pharma_51,4,317.14
Maxtra Tablet,Maxtra + Excipients,Pharma_2,26,11.99
Volini 500mg,Volini + Excipients,Pharma_51,27,243.16
Sumo Tablet,Sumo + Excipients,Pharma_10,20,110.06
Dextromethorphan Tablet,Dextromethorphan + Excipients,Pharma_92,13,375.68
Maxtra Syrup,Maxtra + Excipients,Pharma_29,28,152.98
Medicine_8204,Unknown Composition,Pharma_61,25,156.18
Combiflam 500mg,Combiflam + Excipients,Pharma_41,16,431.1
Azithromycin Tablet,Azithromycin + Excipients,Pharma_38,12,146.56
Amoxicillin Tablet,Amoxicillin + Excipients,Pharma_51,13,286.62
Sumo 650mg,Sumo + Excipients,Pharma_74,2,213.01
Benadryl 650mg,Benadryl + Excipients,Pharma_61,9,283.11
Volini Syrup,Volini + Excipients,Pharma_24,5,59.39
Paracetamol 500mg,Paracetamol + Excipients,Pharma_72,20,45.29
Otrivin Syrup,Otrivin + Excipients,Pharma_47,15,250.32
Paracetamol 500mg,Paracetamol + Excipients,Pharma_44,5,56.87
Ascoril 500mg,Ascoril + Excipients,Pharma_98,12,174.41
Medicine_8762,Unknown Composition,Pharma_56,5,77.82
Cough Syrup Tablet,Cough Syrup + Excipients,Pharma_4,25,245.02
Medicine_6368,Unknown Composition,Pharma_42,21,318.8
Sinarest 650mg,Sinarest + Excipients,Pharma_30,19,489.01
Medicine_3131,Unknown Composition,Pharma_98,15,337.43
Maxtra Tablet,Maxtra + Excipients,Pharma_67,18,220.0
Combiflam 500mg,Combiflam + Excipients,Pharma_7,16,27.81
Ambroxol 500mg,Ambroxol + Excipients,Pharma_18,6,293.72
Otrivin Syrup,Otrivin + Excipients,Pharma_51,24,484.79
Medicine_9790,Unknown Composition,Pharma_8,6,163.84
Volini 650mg,Volini + Excipients,Pharma_31,17,331.02
Medicine_7197,Unknown Composition,Pharma_35,11,40.34
Crocin Tablet,Crocin + Excipients,Pharma_36,29,115.39
Paracetamol Tablet,Paracetamol + Excipients,Pharma_26,18,116.63
Medicine_5291,Unknown Composition,Pharma_21,10,423.96
Amoxicillin Syrup,Amoxicillin + Excipients,Pharma_94,5,360.77
Ofloxacin Syrup,Ofloxacin + Excipients,Pharma_14,16,448.34
Cefixime Tablet,Cefixime + Excipients,Pharma_6,28,199.29
Volini 500mg,Volini + Excipients,Pharma_76,28,316.98
Medicine_2780,Unknown Composition,Pharma_16,2,77.75
Diclofenac 500mg,Diclofenac + Excipients,Pharma_6,16,13.39
Benadryl 650mg,Benadryl + Excipients,Pharma_11,28,462.2
Medicine_9175,Unknown Composition,Pharma_44,20,287.71
Volini Syrup,Volini + Excipients,Pharma_54,1,96.0
Tramadol Tablet,Tramadol + Excipients,Pharma_83,12,114.83
Otrivin 650mg,Otrivin + Excipients,Pharma_9,5,377.9
Otrivin Syrup,Otrivin + Excipients,Pharma_14,21,230.76
Azithromycin Syrup,Azithromycin + Excipients,Pharma_86,16,28.3
Aceclofenac Tablet,Aceclofenac + Excipients,Pharma_90,21,183.95
Levocetirizine Syrup,Levocetirizine + Excipients,Pharma_28,19,458.58
Benadryl Tablet,Benadryl + Excipients,Pharma_9,28,464.6
Dolo 650 650mg,Dolo 650 + Excipients,Pharma_10,6,452.59
Medicine_1253,Unknown Composition,Pharma_67,7,246.09
Medicine_8804,Unknown Composition,Pharma_11,14,349.73
